,net
2018-11-16,0.009119765789123975
2018-11-19,-0.0003348462321109307
2018-11-20,-0.012725519415464421
2018-11-21,-0.006195001619928554
2018-11-23,-0.0004905677091403837
2018-11-26,-0.00576079399010533
2018-11-27,0.0075530140229340655
2018-11-28,0.010814569906046931
2018-11-29,0.000126142340082481
2018-11-30,0.009500652687811433
2018-12-03,-0.010771658845872473
2018-12-04,0.00039078123379818674
2018-12-06,0.0005008122474054423
2018-12-07,-0.008657031378758721
2018-12-10,0.007345546248034074
2018-12-11,-0.0020005422527934235
2018-12-12,-0.013505344280570224
2018-12-13,0.0020223569475930543
2018-12-14,-0.01123315716402399
2018-12-17,-0.018916754121155246
2018-12-18,0.008109738954190157
2018-12-19,-0.008500807641529183
2018-12-20,-0.001332815354360784
2018-12-21,0.0012090663700477255
2018-12-24,-0.010316859828480084
2018-12-26,-0.0031138128499429247
2018-12-27,0.010344316680003308
2018-12-28,-0.005357746171291784
2018-12-31,-0.010564854338102893
2019-01-02,-0.0006989324435888859
2019-01-03,-0.008299852287405244
2019-01-04,-0.0008619636730896301
2019-01-07,-0.009629616005079888
2019-01-08,0.0016442799347242943
2019-01-09,-0.011324632410132885
2019-01-10,0.0024519243890888842
2019-01-11,0.008485562598836505
2019-01-14,0.014546922107072466
2019-01-15,-7.049007151814381e-05
2019-01-16,-0.006075270532778333
2019-01-17,0.0014302144071436074
2019-01-18,-0.003684941109427864
2019-01-22,-0.004401826980208542
2019-01-23,0.004356801408149492
2019-01-24,0.00315593817861542
2019-01-25,-0.0040034198688258535
2019-01-28,-0.007920951139075478
2019-01-29,-0.002837891061336437
2019-01-30,0.000201681241870866
2019-01-31,0.008437002330374414
2019-02-01,-0.008358391763072967
2019-02-04,0.0019365328212555695
2019-02-05,0.0053043265938622275
2019-02-06,-0.00437874004170159
2019-02-07,0.009208656836689246
2019-02-08,0.005729907503795526
2019-02-11,-0.0031966468678365717
2019-02-12,-0.0029660504638606617
2019-02-13,-0.003105170803507357
2019-02-14,0.0025750941115355924
2019-02-15,-0.008944040374909205
2019-02-19,-0.0024443097744133967
2019-02-20,-0.008382365190679046
2019-02-21,0.001332900904933713
2019-02-22,0.004486865801699345
2019-02-25,0.0010415434277165421
2019-02-26,-0.0011013642147202816
2019-02-27,-0.0022340451361246207
2019-02-28,-0.0015765525809730652
2019-03-01,-0.001965591679180437
2019-03-04,-0.0012762934691403294
2019-03-05,-0.0004837394458517381
2019-03-06,-0.0025090197263376085
2019-03-07,0.0028087775030727086
2019-03-08,0.0058908108354968165
2019-03-11,0.007975338727229686
2019-03-12,5.9151162664795076e-05
2019-03-13,-0.003682229439379805
2019-03-14,-0.00244787656211486
2019-03-15,0.0014769581151264015
2019-03-18,-0.007871391980114592
2019-03-19,0.0010958091698988661
2019-03-20,-0.002982992533350182
2019-03-21,0.0052028594385337195
2019-03-22,0.0047825813299939195
2019-03-25,0.0014601967285112784
2019-03-26,0.0024707836190341675
2019-03-27,-0.01050495221263678
2019-03-28,0.0025563008279579544
2019-03-29,0.003695669022732095
2019-04-01,-0.008232392695534031
2019-04-02,0.004447136125419203
2019-04-03,-0.0009072620532947898
2019-04-04,-0.005325056684194826
2019-04-05,-0.001766986972521495
2019-04-08,-0.00407502480760971
2019-04-09,0.0012122115329455613
2019-04-10,0.00045981401240772633
2019-04-11,0.0025855674192616336
2019-04-12,-0.002532726901815764
2019-04-15,0.0020289655308556023
2019-04-16,-0.007583167324319996
2019-04-17,-0.003987247595294185
2019-04-18,0.0076896581963084455
2019-04-22,-0.004600244309630121
2019-04-23,0.006134492885814549
2019-04-24,0.006709790637548728
2019-04-25,-0.0030164414371838468
2019-04-26,-0.0020495239915103666
2019-04-29,-0.005512720653131205
2019-04-30,0.005843976274043643
2019-05-01,0.0044793769676549225
2019-05-02,0.004693839326596923
2019-05-03,-0.002320918943998735
2019-05-06,0.0003169886535793643
2019-05-07,-0.004640989015634321
2019-05-08,-0.0036624286145817675
2019-05-09,0.0034411374620186745
2019-05-10,0.001492493812130125
2019-05-13,0.00028614026879222995
2019-05-14,-0.0009022244775770268
2019-05-15,0.004660520774875494
2019-05-16,0.006958828308730268
2019-05-17,0.00345944858546536
2019-05-20,-0.008751664734924726
2019-05-21,-0.0005568299754045111
2019-05-22,0.0069379604911678685
2019-05-23,0.003252411478508383
2019-05-24,-0.0013653321036147194
2019-05-28,-0.0016965472195382284
2019-05-29,-0.007592800416349161
2019-05-30,0.007514851470485691
2019-05-31,0.0018030467245200288
2019-06-03,-0.010483573756998274
2019-06-04,0.0017998681799802304
2019-06-05,0.0166588848751348
2019-06-06,0.0014288131177966803
2019-06-07,0.002695231109631708
2019-06-10,0.004168390824315232
2019-06-11,-0.007362175445105657
2019-06-12,0.008734414730192297
2019-06-13,-0.0010241578836180814
2019-06-14,0.0010437250163473496
2019-06-17,-0.0030777888297183207
2019-06-18,-0.004858285218598091
2019-06-19,0.0006533132313393533
2019-06-20,-0.00036503750996045073
2019-06-21,-0.004961055718567337
2019-06-24,-0.0029294514306991235
2019-06-25,-0.005214605517611685
2019-06-26,-0.010842668738852448
2019-06-27,-0.0013132438786799111
2019-06-28,-0.0040775174087366115
2019-07-01,0.007741407361618102
2019-07-02,0.01249971431836971
2019-07-03,0.004025582097245415
2019-07-05,-0.00823136996883619
2019-07-08,0.005160638961315246
2019-07-09,0.00017938642087266554
2019-07-10,-0.003661746892424036
2019-07-11,0.002915904820746539
2019-07-12,-0.002324864614014389
2019-07-15,0.0066413913255847345
2019-07-16,0.0040119026883879355
2019-07-17,0.006675990617133265
2019-07-18,0.008332941125647664
2019-07-19,-0.008409197849695918
2019-07-22,-0.0008544794856882216
2019-07-23,-0.0014702209227309714
2019-07-24,0.004208261279479079
2019-07-25,8.440588317331753e-05
2019-07-26,0.004049775132941086
2019-07-29,0.005557542167844209
2019-07-30,-0.008462747835684249
2019-07-31,-0.014529203586829713
2019-08-01,0.024153018009299757
2019-08-02,0.0022657058609597495
2019-08-05,0.002208678438720094
2019-08-06,0.008373632978606719
2019-08-07,0.009646658367426427
2019-08-08,0.003941250384319439
2019-08-09,-0.003077216623561632
2019-08-12,-0.002324959448404733
2019-08-13,-0.0016787657209072597
2019-08-14,0.0005192593904888902
2019-08-15,0.002392762972603788
2019-08-16,-0.0021734273472579727
2019-08-19,-0.005878862125689552
2019-08-20,0.0025428358761344556
2019-08-21,0.004876699037602299
2019-08-22,0.001985323615650434
2019-08-23,0.0008768747637942888
2019-08-26,-0.0018354319379652812
2019-08-27,0.0057118136517543714
2019-08-28,-0.006676433853864001
2019-08-29,-0.0054444033918334455
2019-08-30,0.004248646730068469
2019-09-03,0.0033900461029212005
2019-09-04,-0.0038147534594152035
2019-09-05,-0.01097687932793462
2019-09-06,-0.006905002697549813
2019-09-09,-0.02014441697165146
2019-09-10,-0.00764327083366796
2019-09-11,0.0046961756528422355
2019-09-12,0.0022197056826960956
2019-09-13,-0.014489148575109781
2019-09-16,-0.011316670530025361
2019-09-17,0.01570394969185772
2019-09-18,0.001819656450842573
2019-09-19,0.006049798774314512
2019-09-20,-0.005555970948676092
2019-09-23,0.003899991949483742
2019-09-24,0.006465336921177324
2019-09-25,-7.667955003328694e-05
2019-09-26,0.005493724617940223
2019-09-27,-0.005240086064225924
2019-09-30,0.004234023943623371
2019-10-01,0.0050455914573274575
2019-10-02,0.003993465963946114
2019-10-03,-0.0026177194244433382
2019-10-04,0.008732654805230495
2019-10-07,-0.00014117585499216222
2019-10-08,0.0043447965584086125
2019-10-09,0.0025886468036537013
2019-10-10,-0.004090757448212397
2019-10-11,-0.010014964059487758
2019-10-14,0.002575739990766876
2019-10-15,-0.003006734931063835
2019-10-16,0.0029999123526739876
2019-10-17,-0.0005423717753178151
2019-10-18,0.0008587995677522386
2019-10-21,0.0008074923678764498
2019-10-22,-0.006495312044567558
2019-10-23,-0.00564442356535503
2019-10-24,0.006572502677076222
2019-10-25,-0.001591219907312114
2019-10-28,-0.007876770144852637
2019-10-29,-0.003974971219600933
2019-10-30,0.008673263391477871
2019-10-31,0.0042721838600906755
2019-11-01,-0.009658451185316894
2019-11-04,-0.012899175604301025
2019-11-05,-0.007792382491570838
2019-11-06,0.010057457312319952
2019-11-07,-0.007535448950176595
2019-11-08,-0.0023133204746070535
2019-11-11,0.008015093960685003
2019-11-12,0.004392788918208443
2019-11-13,0.004393290541228551
2019-11-14,0.005788508980721503
2019-11-15,-0.004837505140022805
2019-11-18,0.013587458452619933
2019-11-19,0.005324043079125353
2019-11-20,-0.008656857692716657
2019-11-21,-0.011646644927170829
2019-11-22,-0.0039140783232360496
2019-11-25,0.0077236340673463655
2019-11-26,0.010191690027126764
2019-11-27,0.0017391804110816833
2019-11-29,0.015146691654581232
2019-12-02,-0.009368785233431591
2019-12-03,-0.0041373979774067616
2019-12-04,-0.003982626707035447
2019-12-05,0.004773307693675943
2019-12-06,-0.002563128552398036
2019-12-09,0.0022941873026062452
2019-12-10,-0.0021504862261257146
2019-12-11,0.007609080515125979
2019-12-12,-0.00847700922880332
2019-12-13,0.005102522517840458
2019-12-16,-0.004706477815581794
2019-12-17,-0.0043668377658251855
2019-12-18,-0.0015064065560517364
2019-12-19,-0.0014052122048405775
2019-12-20,0.0016314099705479637
2019-12-23,0.0035458240607261155
2019-12-24,0.003005252639533243
2019-12-26,-0.0036071362048064348
2019-12-27,0.0007747887156910873
2019-12-30,0.0019692473283938554
2019-12-31,-0.0007625140420647047
2020-01-02,0.004721235887614798
2020-01-03,-0.0044672002392774956
2020-01-06,-0.00012919507548819688
2020-01-07,0.00033497669591819266
2020-01-08,0.006571785804654648
2020-01-09,0.0022054921807550753
2020-01-10,-0.003726046282428763
2020-01-13,0.0006266043389016838
2020-01-14,0.0038383304753811854
2020-01-15,0.008960068094163807
2020-01-16,0.0063670114820607035
2020-01-17,0.00670926561965921
2020-01-21,0.017868321171990987
2020-01-22,0.005579669320841897
2020-01-23,0.003910123290631337
2020-01-24,0.004786693828949262
2020-01-27,0.0020868442247192875
2020-01-28,0.0020640469546384936
2020-01-29,0.004230170526464005
2020-01-30,0.0040687219821168175
2020-01-31,-0.0021057514653346683
2020-02-03,0.010684048293227272
2020-02-04,0.001549752931085872
2020-02-05,-0.0049479836778128375
2020-02-06,0.006091186511768949
2020-02-07,0.0014124286838415917
2020-02-10,0.01809610840743061
2020-02-11,-0.004775309236071037
2020-02-12,-0.005189819441652592
2020-02-13,0.003266237251100083
2020-02-14,0.003197428001364029
2020-02-18,-0.006053495933617375
2020-02-19,-0.0018816428812944066
2020-02-20,0.0009447547215638987
2020-02-21,-0.0016047628263059287
2020-02-24,0.003031568042038368
