Date,Close,High,Low,Open,Volume,RSI,MACD,Signal_Line
2020-01-02,5.971077919006348,5.971077919006348,5.891682979787332,5.942207075173676,237536000,,0.0,0.0
2020-01-03,5.875504970550537,5.919309450404571,5.8264738602636355,5.851362780060624,205384000,0.0,-0.007624052868269615,-0.0015248105736539231
2020-01-06,5.900144577026367,5.9053712073821005,5.756038640237342,5.782171792016009,262636000,21.7307469904852,-0.011544877215785121,-0.0035288239020801627
2020-01-07,5.971574306488037,6.0173697369100445,5.883467865087548,5.928516566383579,314856000,53.36755952940233,-0.008787084514294996,-0.00458047602452313
2020-01-08,5.982774257659912,6.024089787792034,5.927272298369914,5.967343121727442,277108000,56.34701748341938,-0.005632839603241457,-0.0047909487402667955
2020-01-09,6.048482894897461,6.120909474360893,5.994723126021184,6.069140667378785,255112000,68.90110370379816,0.0021443414554589424,-0.0034038907011216483
2020-01-10,6.080837726593018,6.186117543357126,6.06665129335838,6.1557532404195285,316296000,73.01616432258581,0.01079414975402404,-0.0005642826100925105
2020-01-13,6.271485805511475,6.296623475757499,6.141317078631593,6.163966284249934,319840000,85.33225047043214,0.03265644859392847,0.006079863630711685
2020-01-14,6.154508113861084,6.254063307729737,6.141316688702072,6.228676412859519,359088000,65.55974909720483,0.040081323295884985,0.012880155563746346
2020-01-15,6.111948013305664,6.1896012087473915,6.086063614825088,6.167201230265484,263104000,60.103059190391775,0.04204665786654793,0.018713456024306664
2020-01-16,6.195574760437012,6.201548119865506,6.142063751814368,6.165459211777373,284192000,66.07761488551782,0.049778365260119806,0.024926437871469295
2020-01-17,6.204285144805908,6.222205221168051,6.156747500713917,6.214738404004678,253792000,66.63801053808456,0.05596354142684756,0.03113385858254495
2020-01-21,6.170934677124023,6.2045346437613595,6.136836732767271,6.167699008739332,217916000,62.388286521688286,0.05751127984579174,0.03640934283519431
2020-01-22,6.2249436378479,6.311556638293385,6.19731702825236,6.216232587499454,239240000,66.15280913309027,0.06237690333894008,0.04160285493594346
2020-01-23,6.293387413024902,6.301849711322332,6.176161367963246,6.265014550653041,244516000,70.220574753944,0.07093805590935709,0.04746989513062619
2020-01-24,6.234152317047119,6.458649601386447,6.179894581687254,6.408871766709822,373512000,63.14733847820098,0.07211179393171996,0.05239827489084495
2020-01-27,5.978295803070068,6.029317874683954,5.77993165006869,5.9295134446454965,470536000,42.99979075235312,0.05179939617976981,0.05227849914862992
2020-01-28,6.171681880950928,6.204037143136165,5.990988586548067,6.044250844374252,310976000,54.75114991082997,0.050721627559139115,0.051967124830731765
2020-01-29,6.111201286315918,6.193334376160934,6.071378736202756,6.1572454719838525,258848000,51.19626566129004,0.04447453487910913,0.05046860684040724
2020-01-30,6.117921352386475,6.131361529317974,5.958384287501794,6.013388278054281,290504000,51.57250688765776,0.039609330387516906,0.04829675154982918
2020-01-31,5.884463310241699,6.084071647349349,5.842650277171221,6.072124930838772,370420000,40.02755000793771,0.01672273854480455,0.04198194894882425
2020-02-03,5.981531620025635,6.000944683491805,5.860073936086424,5.866296047468316,255564000,45.49132732909093,0.00634441650214157,0.03485444245948772
2020-02-04,6.150773525238037,6.169938306564203,6.073369569686397,6.123396147817084,271544000,53.45368411885115,0.011641730229225544,0.030211900013435284
2020-02-05,6.241122722625732,6.28194029145903,6.157744899833158,6.271735780571523,208220000,57.05981140170343,0.022866721342862384,0.028742864279320705
2020-02-06,6.327983856201172,6.327983856201172,6.194331171243668,6.275468797628245,218284000,60.24838464807144,0.03832973390978811,0.03066023820541419
2020-02-07,6.26177978515625,6.310064167998149,6.236392886603285,6.287912938328408,189752000,56.78718479868421,0.04472658727448309,0.033473508019227965
2020-02-10,6.545013904571533,6.545760159094966,6.279449833018814,6.284427711474743,529608000,65.83112208426778,0.07182283704605297,0.04114337382459297
2020-02-11,6.66746711730957,6.782204708941897,6.591307374736193,6.653280684758316,638556000,68.8650321433509,0.10200194615050417,0.053315088289775214
2020-02-12,6.783200263977051,6.789671601503967,6.681404871426681,6.720231472438191,374644000,71.44561090486388,0.13371640576820099,0.06939535178546037
2020-02-13,6.739395618438721,6.806595557928401,6.697831327462878,6.725209186080892,528016000,69.11074801285152,0.1535456955024488,0.08622542052885807
2020-02-14,7.212531566619873,7.341455573951124,7.118203005797297,7.149562784000862,1041924000,77.61865126202174,0.20507469391834654,0.10999527520675577
2020-02-18,7.381278991699219,7.399697049462996,7.0898309582554475,7.109244022181215,620164000,79.75988473554041,0.25657071582980073,0.13931036333136476
2020-02-19,7.832513332366943,7.850184660782708,7.503732155214372,7.503732155214372,694332000,84.13166876714736,0.32998862096093085,0.177446014857278
2020-02-20,7.683178901672363,7.87283149258455,7.375801824411447,7.784476295990353,810052000,78.11800230591402,0.37183649950158415,0.21632411178613925
2020-02-21,7.319056034088135,7.596068848922085,7.234185246897619,7.570931179614776,768180000,65.77278468525897,0.37133900750248117,0.24732709092940763
2020-02-24,6.8016180992126465,7.015413401615063,6.670205129276669,6.724711623637992,856916000,52.96363265772456,0.32544035078944056,0.26294974290141426
2020-02-25,6.522115707397461,6.938754529480886,6.420320327904951,6.8767812267304445,1055496000,47.574037897854986,0.263474655718019,0.2630547254647352
2020-02-26,6.66149377822876,6.8556267817629495,6.520872260486998,6.522365244375088,747732000,50.29054564034221,0.22304195262902482,0.25505217089759313
2020-02-27,6.290677547454834,6.649291124091377,6.198284706095649,6.347955969591056,906416000,43.78949636670466,0.15924133832230414,0.23589000438253535
2020-02-28,6.725744247436523,6.785264187900651,6.021467622824609,6.038152966176298,1133252000,51.6815791818764,0.14214656143298665,0.21714131579262563
2020-03-02,6.884132385253906,6.913020969707429,6.499868326967326,6.89583734921365,890744000,54.20254520563348,0.13976826504721096,0.20166670564354272
2020-03-03,6.621648788452148,6.999687085177929,6.536228945565324,6.9399182276917,652792000,49.585412179029944,0.11537326425881655,0.1844080173665975
2020-03-04,7.085355281829834,7.094818719160174,6.654271795151663,6.7289832174965545,597408000,56.616227820244646,0.13193640824950492,0.17391369554317898
2020-03-05,6.805934429168701,7.052729979909677,6.761356579362536,6.885875118485237,540328000,51.91766576493237,0.12111969910400422,0.16335489625534402
2020-03-06,6.625382423400879,6.683906288532201,6.425156400568952,6.626378499509414,515412000,49.08311437258373,0.09686177895321268,0.15005627279491776
